job_url	job_title	comapny_name	company_link	location	post_date	fileds	hinh_thuc	salary	experience	position	due_date	benefits	job_description	requirements	others
https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-kinh-doanh.35C0111D.html	THỰC TẬP SINH KINH DOANH	Công Ty Cổ Phần Bất Động Sản Bầu Trời	https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-bat-dong-san-bau-troi.35A89307.html	['Hà Nội']	05/04/2024	['Bán hàng / Kinh doanh', 'Bất động sản']	Nhân viên chính thức	3 Tr - 15 Tr VND		Sinh viên/ Thực tập sinh	30/04/2024	[' Chế độ bảo hiểm', ' Du Lịch', ' Đồng phục', ' Chế độ thưởng', ' Chăm sóc sức khỏe', ' Đào tạo', ' Tăng lương', ' Công tác phí', ' Phụ cấp thâm niên', ' Nghỉ phép năm', ' CLB thể thao']	"
Mô tả Công việc
- Phân tích xu hướng thị trường và hỗ trợ phát triển chiến lược để tăng lợi nhuận cho công ty.
- Đề xuất những ý tưởng mới nhằm cải thiện sản phẩm để tăng doanh số bán hàng.
- Phân tích đối thủ cạnh tranh để xác định ưu thế của công ty.
- Phân tích doanh số bán hàng và xu hướng thị trường để đề xuất những ý tưởng kịp thời cho doanh thu ổn định.
- Luôn giữ liên lạc và có mối quan hệ tốt với khách hàng.
- Báo cáo và khai thác các thị trường tiềm năng để tận dụng và tăng thị phần.
- Chủ động chuẩn bị các báo cáo đột xuất do cấp trên yêu cầu.
- Tìm kiếm và tiếp cận các đơn vị kinh doanh trên thị trường.
- Hỗ trợ chuẩn bị kế hoạch bán hàng và tiếp thị cho sản phẩm đã ra mắt thị trường và các sản phẩm đang phát triển.
"	"
Yêu Cầu Công Việc
Tiêu chuẩn:
- Sinh viên năm 3,4 các trường CĐ, ĐH có thể đi làm fulltime hoặc gần fulltime (vắng 1-2 buổi/1 tuần để lên trường nếu cần)
- Tuổi: 20 tuổi trở lên.
- Biết sử dụng máy tính, có laptop cá nhân (nếu không có công ty có thể hỗ trợ)
- Hoạt bát, nhanh nhẹn và có niềm đam mê với kinh doanh.
Quyền lợi:
- Lương cứng: 3.000.000 - 5.000.000 đồng + Hoa hồng + Thưởng
- Mức thu nhập: không giới hạn
- Phúc lợi: Đi du lịch ít nhất 1 lần/năm, liên hoan hàng tháng, sinh nhật cùng công ty....
- Môi trường làm việc trẻ trung, năng động, tăng trưởng nhanh, sáng tạo, chuyên nghiệp, được đào tạo bài bản phát huy tối đa năng lực bản thân.
- Được đào tạo bài bản ngay lập tức kỹ năng giao tiếp, thuyết trình trước đám đông, kỹ năng tư duy bán hàng, Kỹ năng nắm bắt tâm lý khách hàng, kỹ năng sử dụng các phần mềm 4.0..
- Cơ hội thăng tiến nhanh chóng, rõ ràng, không giới hạn với các vị trí khác nhau. Cơ hội thăng tiến lên Phó phòng Kinh doanh, Trưởng phòng Kinh doanh, PGĐ Kinh doanh khối, Giám
Đốc Kinh doanh Khối tùy năng lực.
"	"Bằng cấp: Khác
Độ tuổi: 20 - 35
Lương: 3 Tr - 15 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/nhan-vien-nhan-su-part-time.35C01111.html	Nhân Viên Nhân Sự (Part-Time)	Cathay Life Insurance (Vietnam) Co., Ltd	https://careerviet.vn/vi/nha-tuyen-dung/cathay-life-insurance-vietnam-co-ltd.35A5EABC.html	['Hồ Chí Minh']	05/04/2024	['Hành chính / Thư ký', 'Nhân sự']	Bán thời gian	2 Tr - 4 Tr VND		Sinh viên/ Thực tập sinh	05/05/2024	[' Đào tạo']	"
Mô tả Công việc
- Hỗ trợ các công việc liên quan đến việc Quản lý Hợp đồng lao động, hồ sơ nhân viên mới (Lưu trữ, thống kê, nhập dữ liệu);
- Tiếp nhận và xử lý thư đến, đi của Phòng;
- Các công việc khác theo yêu cầu của Quản lý.
"	"
Yêu Cầu Công Việc
- Là sinh năm năm 3, 4
- Sắp xếp thời gian làm việc ít nhất 
04 ngày
 và đủ 
20 tiếng/tuần (Thứ 2 – Thứ 6)
- Thời gian làm việc: Ca sáng từ 08:30-12:00, chiều từ 13:00-17:30
- Có khả năng gắn bó lâu dài (ít nhất 06 tháng)
"	"Cơ hội huấn luyện: - Học hỏi và nâng cao kỹ năng nghiệp vụ văn phòng Nhân sự
Độ tuổi: Không giới hạn tuổi
Phúc lợi: - Có cơ hội trở thành nhân viên chính thức - Có hỗ trợ về con dấu thực tập
Lương: 2 Tr - 4 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/cong-tac-vien-telesales-tuyen-dung-tai-xe.35BF7767.html	Cộng Tác Viên Telesales Tuyển Dụng Tài Xế	Ahamove 	https://careerviet.vn/vi/nha-tuyen-dung/ahamove.35A85070.html	['Hồ Chí Minh']	05/04/2024	['Bán hàng / Kinh doanh', 'Nhân sự']	Bán thời gian	3 Tr - 5 Tr VND		Sinh viên/ Thực tập sinh	25/02/2024	[' Laptop', ' Chế độ bảo hiểm', ' Du Lịch', ' Đồng phục', ' Chế độ thưởng', ' Chăm sóc sức khỏe', ' Đào tạo', ' Tăng lương', ' Công tác phí', ' Nghỉ phép năm', ' CLB thể thao']	"
Mô tả Công việc
Tiến hành giới thiệu việc làm đối tác tài xế tại Ahamove đến người lao động thông qua danh sách có sẵn, hỗ trợ người lao động trở thành Đối tác tài xế của Ahamove qua điện thoại và các kênh online khác;
Phụ trách hỗ trợ xử lí hồ sơ tài xế trên hệ thống;
Phối hợp với các bộ phận liên quan về việc truyền thông các chương trình/khảo sát đến đối tác giao hàng (nếu có);
Báo cáo trực tiếp công việc daily, weekly cho quản lý trực tiếp.
"	"
Yêu Cầu Công Việc
Sinh viên đang theo học tại các trường Cao đẳng, Đại học;
Có kiến thức/ tư duy về bán hàng, dịch vụ khách hàng;
Giao tiếp tự tin, có kỹ năng giải quyết, xử lý vấn đề;
Tin học sử dụng thành thạo internet và office, có laptop cá nhân;
Tinh thần trách nhiệm, trung thực, năng động và nhanh nhẹn.
"	"Độ tuổi: Không giới hạn tuổi
Phúc lợi: Thu nhập: 3,000,000 – 5,000,000 VNĐ; Được đào tạo liên tục, đảm bảo nắm vững các kiến thức về nghiệp vụ, về business,...; Được tham gia các sự kiện của công ty như Happy hours, Team-buildings,...; Có cơ hội trở thành nhân viên chính thức; Thời gian làm việc: Đăng ký tối thiểu 28h-30h/tuần Địa chỉ là
Lương: 3 Tr - 5 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-emloyer-branding-full-time-2024.35C00EA4.html	Thực Tập Sinh Emloyer Branding Full-time 2024	Ahamove 	https://careerviet.vn/vi/nha-tuyen-dung/ahamove.35A85070.html	['Hồ Chí Minh']	05/04/2024	['Nhân sự']	Thực tập	Cạnh tranh		Sinh viên/ Thực tập sinh	21/04/2024	[' Phụ cấp', ' Đồng phục', ' Đào tạo']	"
Mô tả Công việc
Assist in conducting research and implementing strategies to maximize employer brand;
Assist in planning and operating activities for recruitment in terms of lead generation and contact crawling (career fair,...);
Assist in event coordination and on-ground support at office events and external events;
Work with other teams to utilize social media platforms to drive talent acquisitions;
Assist other tasks as assigned.
"	"
Yêu Cầu Công Việc
Third or final-year student in Human Resources Management, Business Administration, Marketing,... or related fields;
Spend at least 20 working hours/week;
Have a personal laptop;
Be passionate about HR and interested in high-technology trending;
Be proactive and willing to develop in a start-up environment.
"	"Độ tuổi: Không giới hạn tuổi
Lương: Cạnh tranh"
https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-thiet-bi-cong-nghiep.35C010E0.html	Nhân Viên Kinh Doanh Thiết Bị Công Nghiệp	Ecozen International Co., JSC	https://careerviet.vn/vi/nha-tuyen-dung/ecozen-international-co-jsc.35A598CB.html	['Hồ Chí Minh', 'Hà Nội']	05/04/2024	['Bán hàng / Kinh doanh', 'Cơ khí / Ô tô / Tự động hóa', 'Điện / Điện tử / Điện lạnh']	Nhân viên chính thức	10 Tr - 13 Tr VND		Mới tốt nghiệp	06/05/2024	[' Laptop', ' Chế độ bảo hiểm', ' Du Lịch', ' Đồng phục', ' Chế độ thưởng', ' Chăm sóc sức khỏe', ' Đào tạo', ' Tăng lương', ' Công tác phí', ' Nghỉ phép năm']	"
Mô tả Công việc
- Đảm bảo doanh số bán hàng theo chỉ tiêu được giao
- Tiếp cận KH và giới thiệu sản phẩm
- Tiếp nhận & xử lý đơn hàng của KH đến khi hoàn tất giao hàng
- Theo dõi xử lý khiếu nại của KH và lập báo cáo bán hàng theo tuần/ tháng/quý/ năm
- Quản lý dữ liệu khách hàng và thực hiện các chương trình chăm sóc khách hàng
*QUYỀN LỢI
- Thu nhập: từ 10,000,000 - 13,000,000 (+ hoa hồng từ 1- 3%), tổng thu nhập thay đổi theo năng lực không giới hạn.
- Thưởng hiệu quả kinh doanh, thưởng lương tháng 13, thưởng lễ tết.
- Cấp máy tính cùng các công cụ hỗ trợ công việc
- BHXH-YT-TN đầy đủ, BH sức khỏe hàng năm và các loại phụ cấp theo đặc thù công việc như điện thoại....
- Các chế độ phúc lợi khác: khám sức khỏe định kỳ, du lịch hàng năm, các chương trình chăm lo cho con CBNV (quà 1/6, trung thu, khen thưởng con NV có thành tích học tập tốt...), các chương trình tạo động lực & gắn kết,
- Cơ hội tham gia các khóa đào tạo, cơ hội thăng tiến, phát triển nghề nghiệp.
"	"
Yêu Cầu Công Việc
- Tốt nghiệp Cao Đẳng hoặc tương đương các ngành Kỹ thuật (Cơ khí, Tự động hóa, Cơ điện tử, Điện - Điện tử, Nhiệt, ... ).
- Có kiến thức về bán hàng, xây dựng mạng lưới KH, phát triển thị trường.
- Tiếng Anh đọc hiểu tài liệu kỹ thuật.
"	"Bằng cấp: Cao đẳng
Phụ cấp khác: Công tác phí
Thời gian thử việc: 2 tháng
Cơ hội huấn luyện: Cơ hội đào tạo, huấn luyện chuyên môn
Độ tuổi: 21 - 35
Thời gian làm việc: * Thứ 2 - Thứ 6: 8h00 đến 17h00 * Thứ 7 : 8h00 đến 12h00
Đồng nghiệp: Thân thiện, môi trường mở
Phúc lợi: - Thưởng hiệu quả kinh doanh, thưởng lương tháng 13, thưởng lễ tết. - Cấp máy tính cùng các công cụ hỗ trợ công việc - BHXH-YT-TN đầy đủ, BH sức khỏe hàng năm và các loại phụ
Ngày nghỉ: Chiều Thứ Bảy và Cả ngày Chủ nhật
Lương: 10 Tr - 13 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-den-noi-that.35C01098.html	Nhân Viên Kinh Doanh Đèn Nội Thất	Công ty TNHH JobTest	https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-jobtest.35A9ADF8.html	['Hà Nội']	04/04/2024	['Nội ngoại thất', 'Mới tốt nghiệp / Thực tập']	Thực tập	Trên  4 Tr VND		Mới tốt nghiệp	04/05/2024	[' Laptop', ' Chế độ bảo hiểm', ' Du Lịch', ' Phụ cấp', ' Chế độ thưởng', ' Chăm sóc sức khỏe', ' Đào tạo', ' Tăng lương', ' Công tác phí']	"
Mô tả Công việc
Sản phẩm đèn chiếu sáng nội thất Cường Phong
Bán hàng, chăm sóc, duy trì, phát triển mối quan hệ kinh doanh do công ty chuyển giao hoặc các khách hàng tự khai thác được trên khu vực được giao
Thực hiện kế hoạch khai thác thị trường theo kế hoạch kinh doanh hàng năm
Chịu trách nhiệm trực tiếp các công việc từ tiếp xúc chăm sóc khách hàng, theo dõi giao hàng, giải quyết khiếu nại khách hàng
Lập kế hoạch và báo cáo công việc theo tuần, tháng, quý, năm theo quy định của bộ phận
Phối hợp với các bộ phận chức năng tiếp nhận và xử lý các khiếu nại của khách hàng về chất lượng sản phẩm.
Thực hiện các công việc được giao khác của Trưởng phòng KD, Trưởng CN hoặc cấp có thẩm quyền
"	"
Yêu Cầu Công Việc
Tốt nghiệp trung cấp trở lên các ngành Kinh doanh, Nội thất, Kiến trúc, Xây dựng, Điện, Điện tử 
Có phương tiện di chuyển riêng.
Có định hướng gắn bó lâu dài 
Không yêu cầu kinh nghiệm - Sinh viên mới ra trường
"	"Bằng cấp: Trung cấp
Thời gian thử việc: 2 tháng
Độ tuổi: Trên 22
Thời gian làm việc: T2-T7 . Sáng: 8h - 12h Chiều: 14h - 18h
Phúc lợi: Được đóng BHXH, BHYT Được đào tạo kỹ năng bán hàng, kỹ năng tìm kiếm khách hàng, chốt đơn. Được tham gia và hưởng các phúc lợi từ Công Đoàn. Được làm việc trong môi trường năng động, cởi mở, nhiều cơ hội thăng tiến. Được tham gia các buổi party, Teambuilding của Công ty.
Lương: Trên 4 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/nhan-vien-video-creator.35C0107C.html	Nhân Viên Video Creator	CÔNG TY CỔ PHẦN NSQ HOLDING	https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-nsq-holding.35A973E9.html	['Hồ Chí Minh']	04/04/2024	['Tiếp thị / Marketing', 'Mỹ thuật / Nghệ thuật / Thiết kế', 'Mới tốt nghiệp / Thực tập']	Nhân viên chính thức	7 Tr - 10 Tr VND		Mới tốt nghiệp	05/05/2024	[' Chế độ bảo hiểm', ' Du Lịch', ' Chế độ thưởng', ' Đào tạo', ' Tăng lương', ' Nghỉ phép năm', ' CLB thể thao']	"
Mô tả Công việc
- Phối hợp cùng team Content, sáng tạo nội dung, lên ý tưởng/kịch bản video trên các nền tảng FB, IG, TikTok theo timeline hàng tuần.
- Thực hiện quay video tại các chi nhánh cửa hàng.
- Dựng video, edit màu sắc, hiệu ứng, cắt ghép các clip để tạo thành video hoàn chỉnh theo nội dung yêu cầu, định hướng của team.
- Xây dựng các clip review, clip viral, clip mô tả cửa hàng, sản phẩm.
- Phối hợp cùng team Marketing để tạo nên những video/hình ảnh phát triển thương hiệu các cửa hàng.
- Và các công việc phù hợp khác do công ty phân công.
"	"
Yêu Cầu Công Việc
- Ưu tiên các bạn trẻ mới ra trường
- Hoặc đã làm việc ở vị trí tương đương từ 3 tháng trở lên.
- Lên được ý tưởng và quay dựng video, chủ yếu là clip review TikTok
"	"Thời gian thử việc: 02 tháng
Độ tuổi: 18 - 28
Thời gian làm việc: Đảm bảo đăng ký làm việc 44h/tuần
Lương: 7 Tr - 10 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35BFD3DB.html	Nhân Viên Kinh Doanh	CÔNG TY TNHH THIẾT BỊ ABT	https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-thiet-bi-abt.35A9AA38.html	['Hà Nội']	04/04/2024	['Bán hàng / Kinh doanh', 'Dược phẩm', 'Công nghệ sinh học']	Nhân viên chính thức	7 Tr - 15 Tr VND		Mới tốt nghiệp	08/05/2024	[' Chế độ bảo hiểm', ' Du Lịch', ' Phụ cấp', ' Đồng phục', ' Chế độ thưởng', ' Chăm sóc sức khỏe', ' Đào tạo', ' Tăng lương', ' Công tác phí', ' Nghỉ phép năm', ' CLB thể thao']	"
Mô tả Công việc
Bán hàng
Kinh doanh các hoá chất, sản phẩm cho lĩnh vực nghiên cứu khoa học, Sinh học, Công nghệ sinh học, chẩn đoán y sinh, an toàn thực phẩm và thú y.
Phối hợp với các phòng ban khác để cùng hoàn thành mục tiêu doanh số.
Thực hiện đàm phán, ký kết hợp đồng; Kết hợp cùng Sale admin theo dõi quá trình bán hàng: bán hàng, giao hàng, thanh toán,...v...v
Cập nhật Cơ sở dữ liệu nhóm khách hàng được phân công. Xây dựng và báo cáo trưởng phòng các phương án chăm sóc khách hàng hiện tại và mở rộng thị phần khách hàng tiềm năng...
 Thị trường và sản phẩm
Nắm công dụng, tính năng các sản phẩm của Công ty; Liên tục tìm hiểu nhu cầu và phản hồi của khách hàng về sản phẩm, dịch vụ để cải tiến dịch vụ, hỗ trợ kịp thời...;
Phân tích sự biến động của thị trường và các đối thủ cạnh tranh; từ đó đề xuất các phương án thúc đẩy sản phẩm tới khách hàng: tham gia hội thảo, quảng bá sản phẩm,...
Công nợ:
 Theo dõi và kiểm soát công nợ của khách hàng; lập phương án thu hồi và thu hồi công  nợ khi đến hạn...
Thầu:
 Tham gia đấu thầu, ký kết hợp đồng mua bán, bàn giao sản phẩm của Công ty.
Báo cáo:
 thực hiện báo cáo công việc theo tuần; Đề xuất các phương án kinh doanh và mục tiêu kinh doanh theo tháng/quý cho Ban Giám đốc.
"	"
Yêu Cầu Công Việc
Tốt nghiệp ngành Công nghệ sinh học/Sinh học.
Không yêu cầu kinh nghiệm.
Kỹ năng cần thiết: Đọc tìm hiểu tài liệu tiếng anh, làm việc nhóm, kỹ năng giao tiếp, sử dụng thành thạo tin học văn phòng.
"	"Bằng cấp: Đại học
Giới tính: Nam
Độ tuổi: Không giới hạn tuổi
Lương: 7 Tr - 15 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/nhan-vien-thiet-ke-ky-thuat-fresher.35C01019.html	Nhân Viên Thiết Kế Kỹ Thuật (Fresher)	MiTek Việt Nam ( Platinum Global ) 	https://careerviet.vn/vi/nha-tuyen-dung/mitek-viet-nam.35A7744D.html	['Hồ Chí Minh']	04/04/2024	['Cơ khí / Ô tô / Tự động hóa', 'Hóa học', 'Mới tốt nghiệp / Thực tập']	Nhân viên chính thức	7 Tr - 9 Tr VND		Mới tốt nghiệp	05/05/2024	[' Chế độ bảo hiểm', ' Du Lịch', ' Phụ cấp', ' Du lịch nước ngoài', ' Đồng phục', ' Chế độ thưởng', ' Chăm sóc sức khỏe', ' Đào tạo', ' Tăng lương', ' Phụ cấp thâm niên', ' Nghỉ phép năm', ' CLB thể thao']	"
Mô tả Công việc
Bạn có muốn gia nhập MiTek Việt Nam và trở thành một phần của đại gia đình MiTek trên toàn cầu?
MiTek® là công ty toàn cầu tập trung vào việc cung cấp các phần mềm tích hợp, dịch vụ, sản phẩm thiết kế và giải pháp tự động cho ngành xây dựng trên toàn thế giới.
MiTek Việt Nam có hơn 2,500 nhân viên kỹ thuật trình độ đại học và các nhân viên chuyên môn liên quan đang đảm nhận các công việc như dự toán, họa viên kiến trúc, thiết kế kết cấu,...
Vì sao bạn chọn MiTek Việt Nam?
- Chúng tôi cung cấp môi trường làm việc an toàn và tôn trọng, nơi mà các thành viên luôn được khuyến khích sáng tạo và đóng góp ý tưởng.
- Chúng tôi cung cấp các chương trình đào tạo miễn phí cho nhân viên ngay từ ngày đầu tiên gia nhập MiTek
- Chúng tôi tạo cơ hội cho mỗi nhân viên thể hiện tài năng của mình để vươn đến những vị trí quản lý cao hơn cũng phát triển sự nghiệp dài hạn.
- Chúng tôi cung cấp các phúc lợi đa dạng và luôn đổi mới trong quá trình vận hành và phát triển của tổ chức.
Nhiệm vụ công việc của bạn sẽ bao gồm:
Bạn sẽ được Đào tạo để có thể tạo ra các bản vẽ kỹ thuật chi tiết cho các kết cấu nhà gỗ, bao gồm các khung xương, hệ thống nền móng, tường và mái. Thiết kế của bạn cần đảm bảo tính bền vững, an toàn và thẩm mỹ cho các công trình nhà ở dân dụng và công nghiệp tại các thị trường nước ngoài.
Sử dụng phần mềm thiết kế: ứng viên sẽ được đào tạo để sử dụng phần mềm thiết kế chuyên dụng để tạo ra các mô hình 3D và bản vẽ kỹ thuật phục vụ cho quá trình xây dựng
Bạn cũng có thể tham gia vào quá trình thiết kế cùng với khách nếu bạn đã có kinh nghiệm và hiểu biết sâu sắc về chuyên môn và đặc điểm công việc mà khách hàng yêu cầu.
Sẵn sàng học hỏi và làm việc theo lộ trình đào tạo và thăng tiến của công ty
Phối hợp và cộng tác tốt với các thành viên trong nhóm mà bạn được phân công
Cung cấp các dịch vụ thiết kế khác theo yêu cầu công việc được đưa ra
Quyền lợi:
Được đào tạo có hưởng lương và phúc lợi
Được đánh giá quá trình thử việc để ký hợp đồng lao động với mức lương tương xứng
Tham gia đầy đủ bảo hiểm xã hội, thuế TNCN
Bảo hiểm tai nạn 24/24 ngay từ ngày đầu tiên làm việc,
Gói bảo hiểm chăm sóc sức khỏe toàn diện dành cho nhân viên (Bảo hiểm PVI)
Khám sức khỏe tổng quát hằng năm)
Lương tháng 13, thưởng hiệu suất
13 ngày phép năm
Đánh giá tăng lương hàng năm
Cơm trưa, giữ xe miễn phí
Chương trình đào tạo kiến thức chuyên môn
Đào tạo Tiếng Anh miễn phí cho nhân viên mới
Chuyến du lịch hàng năm
Chuyến du lịch cao cấp cho nhân viên có thâm liên làm việc 3 năm
Tiệc Giáng Sinh, Tiệc chào đón Nhân viên mới
Các chương trình khen thưởng Nhân viên xuất sắc tháng, nhân viên ưu tú của năm (PS100)
Câu lạc bộ thể thao (bóng đá, tennis, cầu lông, bơi lội, gym, yoga,...)
"	"
Yêu Cầu Công Việc
• Bạn đã tốt nghiệp từ các ngành kỹ thuật như Môi trường, Cơ khí, Tự động hóa, Địa chất, Công nghệ sinh học, Điện điện tử, Hóa học, Khối ngành Xây dựng, Kiến Trúc, vv ...
• Chúng tôi chào đón các ứng viên chưa có kinh nghiệm làm việc.
• Có kiến thức cơ bản về phần mềm thiết kế (Auto CAD) là một điểm cộng
• Hiểu biết về tính dự toán và bốc tách khối lượng, hình tượng 3D – vẽ được các hình chiếu bằng, đứng, cạnh.
• Khả năng đọc hiểu bản vẽ xây dựng.
• Có khả năng giao tiếp và sử dụng Tiếng Anh trong môi trường làm việc.
• Có tinh thần trách nhiệm trong công việc.
• Khả năng làm việc nhóm
"	"Bằng cấp: Đại học
Thời gian thử việc: 02 tháng
Cơ hội huấn luyện: Đào tạo nội bộ, đào tạo tiếng anh, kỹ năng mềm, cơ hội đào tạo tiếng anh,...
Độ tuổi: Không giới hạn tuổi
Thời gian làm việc: Từ thứ Hai đến thứ Sáu
Đồng nghiệp: Hòa đồng, thân thiện, giúp đỡ lẫn nhau trong công việc
Ngày nghỉ: Thứ Bảy - Chủ Nhật
Lương: 7 Tr - 9 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-seo-content.35C0103E.html	Thực tập sinh SEO Content	Công ty TNHH TOS	https://careerviet.vn/vi/nha-tuyen-dung/toponseek.35A7DB52.html	['Hồ Chí Minh', 'Đà Nẵng', 'Hà Nội']	04/04/2024	['Tiếp thị / Marketing', 'Truyền hình / Báo chí / Biên tập', 'Quảng cáo / Đối ngoại / Truyền Thông']	Thực tập	Cạnh tranh		Sinh viên/ Thực tập sinh	04/05/2024	[' Đào tạo']	"
Mô tả Công việc
- Viết bài, QC bài viết
- Nghiên cứu từ khoá.
- Hỗ trợ kết hợp tối ưu hóa website, đưa các từ khóa lên vị trí top của các công cụ tìm kiếm.
- Hỗ trợ SEO Onsite, Offsite.
Quyền lợi
- Trợ cấp hàng tháng (3.000.000 đồng/tháng).
- Hỗ trợ số liệu, dấu mộc báo cáo thực tập.
- Được đào tạo tất cả về SEO.
- Được tìm hiểu học tập trực tiếp trên Wordpress,... các công cụ hỗ trợ SEO khác, được tìm hiểu các tool: Google Analytics, Webmaster tools,..
- Được hướng dẫn SEO Onsite, Offsite.
- Môi trường làm việc trẻ, năng động, chuyên môn.
- Được training từ các Leader, phòng Đào tạo.
- Được đào tạo thêm kiến thức về Marketing Online, Code.
- Có cơ hội trở thành nhân viên chính thức, lộ trình rõ ràng.
* Thời gian làm việc:
 9am – 6pm (trưa nghỉ 1,5 tiếng), thứ 2 – thứ 6.
"	"
Yêu Cầu Công Việc
- Có laptop riêng.
- Có kiến thức cơ bản về SEO.
- Có thể viết bài viết SEO từ 1000 từ.
- Trung thực, nhanh nhạy, chăm chỉ, có trách nhiệm với công việc.
- Có thể thực tập fulltime.
"	"Bằng cấp: Cao đẳng
Độ tuổi: Không giới hạn tuổi
Lương: Cạnh tranh"
https://careerviet.vn/vi/tim-viec-lam/inhold-thuc-tap-sinh-ke-toan.35C0103D.html	[INHOLD] - THỰC TẬP SINH KẾ TOÁN	Công Ty Cổ Phần In Holdings	https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-in-holdings.35A8ADEE.html	['Hồ Chí Minh']	04/04/2024	['Kế toán / Kiểm toán', 'Mới tốt nghiệp / Thực tập', 'Nhà hàng / Khách sạn']	Thực tập	2 Tr - 2 Tr VND		Sinh viên/ Thực tập sinh	05/05/2024	[' Phụ cấp', ' Đào tạo']	"
Mô tả Công việc
Kiểm tra chi tiết thông tin trên hợp đồng nhập vào trong phần mềm.
Kiểm tra lại thông tin khách hàng và tiến hành in hóa đơn GTGT
Nhập liệu hóa đơn GTGT bán ra vào phần mềm kê khai thuế, phải hoàn tất số liệu vào ngày 10 của tháng sau.
Cuối tháng kiểm tra lại số liệu đã nhập so với chứng từ gốc đảm bảo tính chính xác
Trao đổi cụ thể hơn tại buổi phỏng vấn 
"	"
Yêu Cầu Công Việc
Trình độ học vấn:
Sinh viên năm 4 các Khối ngành: Kế toán, Kiểm toán, Tài chính
Kinh nghiệm làm việc
:
Không yêu cầu kinh nghiệm, thực tập fulltime 6 buổi/ tuần 
Kỹ năng:
Kỹ năng làm việc nhóm
Kỹ năng vi tính
Kỹ năng giao tiếp
Phẩm chất cá nhân:
Trung thực, cẩn thận, đoàn kết
Có tinh thần trách nhiệm cao
"	"Bằng cấp: Trung cấp
Độ tuổi: Không giới hạn tuổi
Lương: 2 Tr - 2 Tr VND"
